City,Latitude,Longitude,Country,AQI Value,AQI Category,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
ramachandrapuram,19.35057,83.79475,India,140.0,Unhealthy for Sensitive Groups,1.0,22.0,3.0,140.0
dharapuram,19.24584,83.78508,India,51.0,Moderate,0.0,24.0,0.0,51.0
kotturu,19.08555,83.80063,India,29.0,Good,1.0,29.0,0.0,19.0
bari,18.72837,83.07718,India,195.0,Unhealthy,1.0,45.0,0.0,195.0
peddapuram,18.48291,83.09587,India,151.0,Unhealthy,2.0,65.0,1.0,151.0
kamalapuram,18.2542,83.0019,India,95.0,Moderate,0.0,27.0,0.0,95.0
ramachandrapuram,18.286,83.10595,India,140.0,Unhealthy for Sensitive Groups,1.0,22.0,3.0,140.0
bhimavaram,18.30849,83.12132,India,124.0,Unhealthy for Sensitive Groups,1.0,36.0,1.0,124.0
kotturu,18.20853,83.07739,India,29.0,Good,1.0,29.0,0.0,19.0
kotturu,18.07309,83.02931,India,29.0,Good,1.0,29.0,0.0,19.0
gudivada,18.03182,83.10966,India,87.0,Moderate,2.0,55.0,1.0,87.0
jaggayyapeta,18.02306,83.11732,India,161.0,Unhealthy,3.0,41.0,6.0,161.0
dharmavaram,18.11755,83.19085,India,81.0,Moderate,0.0,27.0,0.0,81.0
kotturu,18.11404,83.14236,India,29.0,Good,1.0,29.0,0.0,19.0
bhimavaram,18.19053,83.18215,India,124.0,Unhealthy for Sensitive Groups,1.0,36.0,1.0,124.0
lanja,18.98129,83.34219,India,95.0,Moderate,0.0,24.0,0.0,95.0
tanuku,18.91693,83.36734,India,131.0,Unhealthy for Sensitive Groups,1.0,33.0,1.0,131.0
kota,18.90181,83.47256,India,160.0,Unhealthy,1.0,42.0,1.0,160.0
patna,18.39623,81.65816,India,365.0,Hazardous,2.0,110.0,1.0,307.0
rampur,18.46922,81.60451,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
ramachandrapuram,18.42585,83.38613,India,140.0,Unhealthy for Sensitive Groups,1.0,22.0,3.0,140.0
kotturu,18.31684,83.46942,India,29.0,Good,1.0,29.0,0.0,19.0
tekkali,18.20262,83.39379,India,155.0,Unhealthy,3.0,82.0,1.0,155.0
dharmapuri,18.08755,83.41239,India,60.0,Moderate,1.0,31.0,1.0,60.0
kollam,18.11963,83.47541,India,70.0,Moderate,1.0,24.0,1.0,70.0
chitapur,18.94482,81.80345,India,156.0,Unhealthy,2.0,36.0,3.0,156.0
rajur,18.99042,81.88162,India,150.0,Unhealthy,1.0,41.0,0.0,150.0
palkonda,18.24745,81.79169,India,110.0,Unhealthy for Sensitive Groups,2.0,35.0,3.0,110.0
jammu,18.81857,83.64763,India,158.0,Unhealthy,4.0,53.0,4.0,158.0
ichchapuram,18.89941,83.7131,India,155.0,Unhealthy,2.0,80.0,1.0,155.0
kotturu,17.83723,81.01454,India,29.0,Good,1.0,29.0,0.0,19.0
ramachandrapuram,17.75739,81.0042,India,140.0,Unhealthy for Sensitive Groups,1.0,22.0,3.0,140.0
kotturu,18.69843,83.53767,India,29.0,Good,1.0,29.0,0.0,19.0
kotturu,18.70185,83.63973,India,29.0,Good,1.0,29.0,0.0,19.0
ramachandrapuram,18.45928,83.58273,India,140.0,Unhealthy for Sensitive Groups,1.0,22.0,3.0,140.0
bhimavaram,18.42153,83.53334,India,124.0,Unhealthy for Sensitive Groups,1.0,36.0,1.0,124.0
kotturu,18.31305,83.7124,India,29.0,Good,1.0,29.0,0.0,19.0
kotturu,17.68282,81.06557,India,29.0,Good,1.0,29.0,0.0,19.0
chodavaram,18.23839,83.5093,India,153.0,Unhealthy,1.0,47.0,0.0,153.0
jaggayyapeta,18.01781,83.51282,India,161.0,Unhealthy,3.0,41.0,6.0,161.0
ramachandrapuram,18.12249,83.71356,India,140.0,Unhealthy for Sensitive Groups,1.0,22.0,3.0,140.0
tekkali,18.10982,83.70436,India,155.0,Unhealthy,3.0,82.0,1.0,155.0
jammu,18.23086,83.52624,India,158.0,Unhealthy,4.0,53.0,4.0,158.0
palkonda,18.86606,83.80346,India,110.0,Unhealthy for Sensitive Groups,2.0,35.0,3.0,110.0
ramanagaram,18.78168,83.93034,India,53.0,Moderate,0.0,22.0,0.0,53.0
parlakimidi,18.81888,83.99995,India,77.0,Moderate,1.0,38.0,1.0,77.0
kottagudem,18.99879,83.84035,India,134.0,Unhealthy for Sensitive Groups,1.0,29.0,2.0,134.0
banki,18.77333,83.97863,India,131.0,Unhealthy for Sensitive Groups,2.0,47.0,3.0,131.0
chipurupalle,18.89602,83.94916,India,153.0,Unhealthy,2.0,22.0,6.0,153.0
kotturu,18.648,83.76981,India,29.0,Good,1.0,29.0,0.0,19.0
gudivada,18.64589,83.75418,India,87.0,Moderate,2.0,55.0,1.0,87.0
kotturu,18.50537,83.86884,India,29.0,Good,1.0,29.0,0.0,19.0
chipurupalle,18.68483,83.87272,India,153.0,Unhealthy,2.0,22.0,6.0,153.0
kottagudem,17.6174,81.03642,India,134.0,Unhealthy for Sensitive Groups,1.0,29.0,2.0,134.0
kotturu,17.53736,81.16102,India,29.0,Good,1.0,29.0,0.0,19.0
madhavaram,17.60884,81.08748,India,93.0,Moderate,2.0,26.0,3.0,93.0
nandigama,17.63132,81.10209,India,162.0,Unhealthy,3.0,38.0,7.0,162.0
ramachandrapuram,17.66276,81.1643,India,140.0,Unhealthy for Sensitive Groups,1.0,22.0,3.0,140.0
bhimavaram,17.59224,81.2293,India,124.0,Unhealthy for Sensitive Groups,1.0,36.0,1.0,124.0
ramachandrapuram,17.56201,81.22541,India,140.0,Unhealthy for Sensitive Groups,1.0,22.0,3.0,140.0
kotturu,17.55896,81.21553,India,29.0,Good,1.0,29.0,0.0,19.0
kotturu,18.49514,83.79292,India,29.0,Good,1.0,29.0,0.0,19.0
kotturu,18.44883,83.87318,India,29.0,Good,1.0,29.0,0.0,19.0
ramachandrapuram,18.4368,83.92354,India,140.0,Unhealthy for Sensitive Groups,1.0,22.0,3.0,140.0
chodavaram,18.46657,83.96624,India,153.0,Unhealthy,1.0,47.0,0.0,153.0
kotturu,18.27124,83.9519,India,29.0,Good,1.0,29.0,0.0,19.0
kavali,18.39213,83.82316,India,92.0,Moderate,2.0,46.0,1.0,92.0
dharmavaram,18.2164,83.88558,India,81.0,Moderate,0.0,27.0,0.0,81.0
kotturu,17.27177,81.07301,India,29.0,Good,1.0,29.0,0.0,19.0
madhavaram,17.46955,81.20785,India,93.0,Moderate,2.0,26.0,3.0,93.0
kota,17.49453,81.04985,India,160.0,Unhealthy,1.0,42.0,1.0,160.0
bhimavaram,17.90982,83.00972,India,124.0,Unhealthy for Sensitive Groups,1.0,36.0,1.0,124.0
ramachandrapuram,17.8819,83.05875,India,140.0,Unhealthy for Sensitive Groups,1.0,22.0,3.0,140.0
bhimavaram,17.77538,83.10025,India,124.0,Unhealthy for Sensitive Groups,1.0,36.0,1.0,124.0
padmanabhapuram,17.76271,83.19539,India,63.0,Moderate,1.0,26.0,1.0,63.0
kotturu,17.95222,83.20905,India,29.0,Good,1.0,29.0,0.0,19.0
peddapuram,17.19368,81.00537,India,151.0,Unhealthy,2.0,65.0,1.0,151.0
narasingapuram,17.0357,81.04104,India,81.0,Moderate,0.0,30.0,0.0,81.0
kottagudem,17.04319,81.14432,India,134.0,Unhealthy for Sensitive Groups,1.0,29.0,2.0,134.0
gannavaram,17.22558,81.12987,India,94.0,Moderate,2.0,56.0,1.0,94.0
kotturu,17.00903,81.20587,India,29.0,Good,1.0,29.0,0.0,19.0
dharmavaram,15.90711,80.00487,India,81.0,Moderate,0.0,27.0,0.0,81.0
gannavaram,15.96797,80.17301,India,94.0,Moderate,2.0,56.0,1.0,94.0
bhimavaram,15.78431,80.20724,India,124.0,Unhealthy for Sensitive Groups,1.0,36.0,1.0,124.0
ongole,15.5016,80.04091,India,83.0,Moderate,1.0,33.0,0.0,83.0
pakala,15.27633,80.07494,India,84.0,Moderate,0.0,33.0,0.0,84.0
banda,17.83513,81.30819,India,169.0,Unhealthy,4.0,169.0,1.0,167.0
kondapalle,17.92941,81.4822,India,147.0,Unhealthy for Sensitive Groups,1.0,42.0,0.0,147.0
kottagudem,17.83243,81.43687,India,134.0,Unhealthy for Sensitive Groups,1.0,29.0,2.0,134.0
vada,15.90151,80.59351,India,152.0,Unhealthy,1.0,29.0,1.0,152.0
bhadrachalam,14.57605,80.10623,India,96.0,Moderate,1.0,16.0,3.0,96.0
ramachandrapuram,14.66496,80.10341,India,140.0,Unhealthy for Sensitive Groups,1.0,22.0,3.0,140.0
ramachandrapuram,14.48665,80.04942,India,140.0,Unhealthy for Sensitive Groups,1.0,22.0,3.0,140.0
ramapuram,14.3144,80.06002,India,61.0,Moderate,0.0,26.0,0.0,61.0
mandapam,14.38135,80.14035,India,58.0,Moderate,1.0,33.0,0.0,58.0
ramachandrapuram,13.43903,80.03999,India,140.0,Unhealthy for Sensitive Groups,1.0,22.0,3.0,140.0
manali,13.3618,80.05283,India,120.0,Unhealthy for Sensitive Groups,2.0,25.0,3.0,120.0
mangalam,13.33114,80.07678,India,61.0,Moderate,1.0,34.0,0.0,61.0
vadamadurai,13.28693,80.04046,India,60.0,Moderate,1.0,31.0,1.0,60.0
neyveli,13.25888,80.09116,India,61.0,Moderate,1.0,33.0,1.0,61.0
nattam,13.28351,80.13237,India,67.0,Moderate,1.0,34.0,1.0,67.0
arani,13.33465,80.08484,India,61.0,Moderate,0.0,26.0,0.0,61.0
kuppam,13.46599,80.10448,India,24.0,Good,1.0,24.0,0.0,24.0
narasingapuram,13.45843,80.12292,India,81.0,Moderate,0.0,30.0,0.0,81.0
nattam,13.45092,80.14498,India,67.0,Moderate,1.0,34.0,1.0,67.0
rajapalaiyam,13.44163,80.15203,India,47.0,Good,0.0,26.0,0.0,47.0
kuppam,13.49974,80.13104,India,24.0,Good,1.0,24.0,0.0,24.0
amur,13.29844,80.18479,India,150.0,Unhealthy,1.0,33.0,0.0,150.0
kuppam,13.38216,80.33283,India,24.0,Good,1.0,24.0,0.0,24.0
kuppam,13.36379,80.2531,India,24.0,Good,1.0,24.0,0.0,24.0
velur,13.32953,80.26705,India,37.0,Good,1.0,29.0,0.0,37.0
kuppam,13.33113,80.28362,India,24.0,Good,1.0,24.0,0.0,24.0
kuppam,13.26544,80.33966,India,24.0,Good,1.0,24.0,0.0,24.0
vetapalem,15.99937,81.03437,India,52.0,Moderate,1.0,40.0,0.0,52.0
kotturu,17.68933,81.31111,India,29.0,Good,1.0,29.0,0.0,19.0
kottagudem,17.60848,81.27135,India,134.0,Unhealthy for Sensitive Groups,1.0,29.0,2.0,134.0
kotturu,17.50204,81.30106,India,29.0,Good,1.0,29.0,0.0,19.0
bhimavaram,17.5192,81.36545,India,124.0,Unhealthy for Sensitive Groups,1.0,36.0,1.0,124.0
kondapalle,17.68874,81.43659,India,147.0,Unhealthy for Sensitive Groups,1.0,42.0,0.0,147.0
kottagudem,17.53597,81.28951,India,134.0,Unhealthy for Sensitive Groups,1.0,29.0,2.0,134.0
shahpur,25.19948,84.3004,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
nawada,25.14577,84.25841,India,155.0,Unhealthy,3.0,140.0,1.0,155.0
raghunathpur,25.16309,84.31845,India,151.0,Unhealthy,4.0,146.0,1.0,151.0
lalganj,25.07556,84.29241,India,204.0,Very Unhealthy,4.0,173.0,2.0,204.0
ballia,25.07038,84.32055,India,377.0,Hazardous,2.0,90.0,1.0,300.0
maharajganj,25.12492,84.38778,India,169.0,Unhealthy,5.0,49.0,7.0,169.0
jagdispur,25.10611,84.34087,India,167.0,Unhealthy,4.0,71.0,5.0,167.0
rampur,25.16336,84.34043,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
malpura,25.16445,84.37344,India,186.0,Unhealthy,2.0,32.0,5.0,186.0
rajpur,25.19797,84.46595,India,136.0,Unhealthy for Sensitive Groups,2.0,25.0,4.0,136.0
firozpur,25.19855,84.42488,India,165.0,Unhealthy,3.0,111.0,4.0,165.0
dharampur,25.2002,84.43932,India,86.0,Moderate,1.0,21.0,1.0,86.0
nawada,25.13586,84.48811,India,155.0,Unhealthy,3.0,140.0,1.0,155.0
akbarpur,25.07647,84.45072,India,224.0,Very Unhealthy,2.0,85.0,1.0,224.0
dehri,25.09644,84.287,India,323.0,Hazardous,1.0,54.0,0.0,268.0
rampur,25.12632,84.24986,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
kotturu,17.4775,81.28012,India,29.0,Good,1.0,29.0,0.0,19.0
kotturu,17.31884,81.2526,India,29.0,Good,1.0,29.0,0.0,19.0
bhimavaram,17.36553,81.41427,India,124.0,Unhealthy for Sensitive Groups,1.0,36.0,1.0,124.0
kottagudem,17.00728,81.34964,India,134.0,Unhealthy for Sensitive Groups,1.0,29.0,2.0,134.0
ramachandrapuram,17.11009,81.28732,India,140.0,Unhealthy for Sensitive Groups,1.0,22.0,3.0,140.0
karanpura,25.97438,84.51831,India,172.0,Unhealthy,4.0,67.0,7.0,172.0
rampur,25.98107,84.50839,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
lalpur,25.96641,84.50214,India,55.0,Moderate,0.0,21.0,1.0,55.0
rajapur,25.96296,84.52896,India,175.0,Unhealthy,4.0,105.0,5.0,175.0
chakia,25.8668,84.56346,India,155.0,Unhealthy,4.0,43.0,7.0,155.0
semaria,25.79358,84.63422,India,158.0,Unhealthy,3.0,148.0,0.0,158.0
semaria,25.80579,84.61935,India,158.0,Unhealthy,3.0,148.0,0.0,158.0
nawada,25.80663,84.66138,India,155.0,Unhealthy,3.0,140.0,1.0,155.0
nawada,25.83902,84.65537,India,155.0,Unhealthy,3.0,140.0,1.0,155.0
mairwa,25.94794,84.62201,India,132.0,Unhealthy for Sensitive Groups,3.0,79.0,2.0,132.0
rampur,25.9801,84.61411,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
jahangirpur,25.97227,84.65205,India,500.0,Hazardous,1.0,49.0,1.0,493.0
nawada,25.92699,84.66776,India,155.0,Unhealthy,3.0,140.0,1.0,155.0
rampur,25.92563,84.74681,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
rudarpur,25.90985,84.69964,India,119.0,Unhealthy for Sensitive Groups,3.0,78.0,2.0,119.0
jagdispur,25.88595,84.72087,India,167.0,Unhealthy,4.0,71.0,5.0,167.0
raghunathpur,25.88611,84.72902,India,151.0,Unhealthy,4.0,146.0,1.0,151.0
jalalpur,25.89848,84.69003,India,167.0,Unhealthy,4.0,75.0,6.0,167.0
rampur,25.89983,84.7212,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
ramnagar,25.85892,84.67981,India,141.0,Unhealthy for Sensitive Groups,3.0,136.0,0.0,141.0
rewari,25.83604,84.68136,India,170.0,Unhealthy,2.0,107.0,0.0,170.0
gobindpur,25.86466,84.7409,India,175.0,Unhealthy,1.0,51.0,1.0,175.0
jalalpur,25.79179,84.69765,India,167.0,Unhealthy,4.0,75.0,6.0,167.0
godda,24.26827,72.93917,India,136.0,Unhealthy for Sensitive Groups,3.0,47.0,5.0,136.0
abu road,24.48105,72.78544,India,164.0,Unhealthy,1.0,31.0,0.0,164.0
chhapra,23.6624,76.60845,India,149.0,Unhealthy for Sensitive Groups,3.0,99.0,2.0,149.0
narayangarh,23.61099,76.65393,India,190.0,Unhealthy,3.0,190.0,2.0,162.0
parli,23.63789,76.68751,India,95.0,Moderate,1.0,31.0,0.0,95.0
tajpur,23.43518,76.74119,India,500.0,Hazardous,1.0,67.0,1.0,500.0
mandawar,23.43535,76.73784,India,166.0,Unhealthy,5.0,29.0,13.0,166.0
lalpur,23.20824,76.61052,India,55.0,Moderate,0.0,21.0,1.0,55.0
hajipur,23.07452,76.57431,India,148.0,Unhealthy for Sensitive Groups,3.0,87.0,2.0,148.0
alipur,23.02538,76.71588,India,174.0,Unhealthy,5.0,167.0,4.0,174.0
lakhimpur,23.09801,76.6805,India,190.0,Unhealthy,4.0,190.0,1.0,164.0
dungarpur,23.88119,76.78326,India,167.0,Unhealthy,1.0,39.0,0.0,167.0
shahpura,23.82714,76.85437,India,169.0,Unhealthy,1.0,40.0,0.0,169.0
biaora,23.82131,76.82643,India,175.0,Unhealthy,1.0,38.0,0.0,175.0
rajpura,23.78089,76.86148,India,143.0,Unhealthy for Sensitive Groups,2.0,143.0,1.0,138.0
karanpura,23.76866,76.95897,India,172.0,Unhealthy,4.0,67.0,7.0,172.0
barkhera,23.94298,76.95616,India,500.0,Hazardous,2.0,88.0,1.0,494.0
nandgaon,23.67373,76.96099,India,123.0,Unhealthy for Sensitive Groups,0.0,27.0,0.0,123.0
berasia,23.69725,76.96697,India,164.0,Unhealthy,2.0,57.0,2.0,164.0
mandawar,23.70415,76.88092,India,166.0,Unhealthy,5.0,29.0,13.0,166.0
ramnagar,23.01544,76.91031,India,141.0,Unhealthy for Sensitive Groups,3.0,136.0,0.0,141.0
rampura,23.04244,76.96303,India,257.0,Very Unhealthy,1.0,56.0,1.0,257.0
udpura,23.13974,76.94765,India,155.0,Unhealthy,1.0,44.0,0.0,155.0
amla,23.16617,76.939,India,145.0,Unhealthy for Sensitive Groups,0.0,35.0,0.0,145.0
shankargarh,22.93835,76.06111,India,181.0,Unhealthy,5.0,80.0,7.0,181.0
barkhera,22.92076,76.12196,India,500.0,Hazardous,2.0,88.0,1.0,494.0
rewari,22.81344,76.09881,India,170.0,Unhealthy,2.0,107.0,0.0,170.0
kishangarh,22.78063,76.14714,India,409.0,Hazardous,1.0,44.0,0.0,356.0
rampura,22.89785,76.18438,India,257.0,Very Unhealthy,1.0,56.0,1.0,257.0
barkhera,22.92202,76.13707,India,500.0,Hazardous,2.0,88.0,1.0,494.0
sultanpur,23.17597,73.02753,India,181.0,Unhealthy,2.0,136.0,1.0,181.0
rajpur,23.1593,73.07607,India,136.0,Unhealthy for Sensitive Groups,2.0,25.0,4.0,136.0
rampura,23.16147,73.02238,India,257.0,Very Unhealthy,1.0,56.0,1.0,257.0
sultanpur,23.14977,73.01122,India,181.0,Unhealthy,2.0,136.0,1.0,181.0
sihora,23.15005,73.0689,India,163.0,Unhealthy,4.0,39.0,5.0,163.0
sultanpur,23.14766,73.06762,India,181.0,Unhealthy,2.0,136.0,1.0,181.0
lalpur,23.12958,73.07751,India,55.0,Moderate,0.0,21.0,1.0,55.0
sultanpur,23.04615,73.05455,India,181.0,Unhealthy,2.0,136.0,1.0,181.0
vejalpur,22.9999,73.11416,India,149.0,Unhealthy for Sensitive Groups,1.0,41.0,0.0,149.0
alampur,23.04475,73.14266,India,119.0,Unhealthy for Sensitive Groups,2.0,38.0,5.0,119.0
sultanpur,23.08626,73.17337,India,181.0,Unhealthy,2.0,136.0,1.0,181.0
lalpur,23.0807,73.1179,India,55.0,Moderate,0.0,21.0,1.0,55.0
rampura,23.24381,73.15742,India,257.0,Very Unhealthy,1.0,56.0,1.0,257.0
idar,23.15977,73.17185,India,159.0,Unhealthy,1.0,35.0,0.0,159.0
balasinor,23.00405,73.20965,India,154.0,Unhealthy,2.0,31.0,6.0,154.0
mundi,22.71276,76.09203,India,140.0,Unhealthy for Sensitive Groups,0.0,34.0,0.0,140.0
pratapgarh,22.59017,76.08196,India,179.0,Unhealthy,4.0,94.0,6.0,179.0
sabalgarh,22.52149,76.17401,India,233.0,Very Unhealthy,1.0,48.0,0.0,233.0
rampura,22.5371,76.21104,India,257.0,Very Unhealthy,1.0,56.0,1.0,257.0
udaipura,22.54048,76.20329,India,167.0,Unhealthy,1.0,38.0,0.0,167.0
raghogarh,22.71088,76.1778,India,156.0,Unhealthy,1.0,41.0,0.0,156.0
akbarpur,22.70522,76.15134,India,224.0,Very Unhealthy,2.0,85.0,1.0,224.0
badarpur,23.23607,73.31941,India,81.0,Moderate,2.0,37.0,1.0,81.0
thasra,23.00781,73.41354,India,157.0,Unhealthy,1.0,39.0,0.0,157.0
godhra,23.00816,73.44671,India,152.0,Unhealthy,1.0,36.0,0.0,152.0
ratanpur,23.07496,73.42768,India,188.0,Unhealthy,1.0,64.0,2.0,188.0
jodhpur,23.16288,73.40706,India,500.0,Hazardous,0.0,34.0,0.0,378.0
handia,23.19667,73.43515,India,189.0,Unhealthy,1.0,90.0,1.0,189.0
rajpur,23.21787,73.45519,India,136.0,Unhealthy for Sensitive Groups,2.0,25.0,4.0,136.0
barkhera,22.49017,76.11417,India,500.0,Hazardous,2.0,88.0,1.0,494.0
sendhwa,22.41234,76.02287,India,152.0,Unhealthy,0.0,33.0,0.0,152.0
ramkola,22.32958,76.05606,India,172.0,Unhealthy,4.0,134.0,1.0,172.0
kheri,22.31354,76.03324,India,255.0,Very Unhealthy,4.0,205.0,3.0,255.0
rampura,22.29408,76.24847,India,257.0,Very Unhealthy,1.0,56.0,1.0,257.0
anandnagar,22.47853,76.17934,India,279.0,Very Unhealthy,3.0,166.0,1.0,279.0
kheri,22.23192,76.04794,India,255.0,Very Unhealthy,4.0,205.0,3.0,255.0
nandgaon,22.17247,76.0293,India,123.0,Unhealthy for Sensitive Groups,0.0,27.0,0.0,123.0
rajpura,22.19096,76.11776,India,143.0,Unhealthy for Sensitive Groups,2.0,143.0,1.0,138.0
rampura,22.16002,76.04939,India,257.0,Very Unhealthy,1.0,56.0,1.0,257.0
kheri,22.16121,76.08614,India,255.0,Very Unhealthy,4.0,205.0,3.0,255.0
raigarh,22.13167,76.01645,India,159.0,Unhealthy,2.0,63.0,2.0,159.0
chhapra,22.06656,76.09223,India,149.0,Unhealthy for Sensitive Groups,3.0,99.0,2.0,149.0
kheri,22.10646,76.14096,India,255.0,Very Unhealthy,4.0,205.0,3.0,255.0
kheri,23.83927,73.68418,India,255.0,Very Unhealthy,4.0,205.0,3.0,255.0
thana,23.82529,73.65693,India,154.0,Unhealthy,2.0,25.0,2.0,154.0
rajpur,23.85573,73.70081,India,136.0,Unhealthy for Sensitive Groups,2.0,25.0,4.0,136.0
rampur,23.68857,73.5414,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
kanpur,23.64927,73.52787,India,173.0,Unhealthy,4.0,161.0,1.0,173.0
lakhipur,23.59281,73.59717,India,55.0,Moderate,2.0,29.0,0.0,55.0
jetpur,23.56594,73.59116,India,58.0,Moderate,1.0,20.0,1.0,58.0
lalpur,23.53835,73.55486,India,55.0,Moderate,0.0,21.0,1.0,55.0
pardi,23.71702,73.73396,India,110.0,Unhealthy for Sensitive Groups,1.0,24.0,0.0,110.0
rampur,23.95417,73.78903,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
kanpur,23.94236,73.81381,India,173.0,Unhealthy,4.0,161.0,1.0,173.0
rampur,23.93668,73.75972,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
deoli,23.81654,73.85216,India,150.0,Unhealthy,1.0,38.0,0.0,150.0
umaria,23.25527,73.85911,India,163.0,Unhealthy,2.0,92.0,0.0,163.0
gulabpura,23.44273,73.9075,India,164.0,Unhealthy,1.0,27.0,4.0,164.0
pardi,23.436,73.96179,India,110.0,Unhealthy for Sensitive Groups,1.0,24.0,0.0,110.0
kunda,23.33012,73.97292,India,179.0,Unhealthy,4.0,95.0,6.0,179.0
malwan,23.22339,73.83154,India,91.0,Moderate,0.0,24.0,0.0,91.0
ratanpur,23.06807,73.7851,India,188.0,Unhealthy,1.0,64.0,2.0,188.0
lunavada,23.00504,73.80534,India,164.0,Unhealthy,1.0,35.0,0.0,164.0
godhra,23.02966,73.8451,India,152.0,Unhealthy,1.0,36.0,0.0,152.0
kosamba,23.14818,73.87828,India,156.0,Unhealthy,1.0,25.0,1.0,156.0
machhiwara,23.2364,73.83119,India,171.0,Unhealthy,6.0,20.0,23.0,171.0
ratanpur,23.21329,73.99037,India,188.0,Unhealthy,1.0,64.0,2.0,188.0
babra,23.20545,73.95966,India,129.0,Unhealthy for Sensitive Groups,1.0,32.0,3.0,129.0
chikhli,23.17154,73.98192,India,102.0,Unhealthy for Sensitive Groups,1.0,37.0,0.0,102.0
patan,23.49265,74.30826,India,69.0,Moderate,0.0,22.0,0.0,69.0
chikhli,23.30732,74.07049,India,102.0,Unhealthy for Sensitive Groups,1.0,37.0,0.0,102.0
kunda,23.30251,74.02191,India,179.0,Unhealthy,4.0,95.0,6.0,179.0
chhapra,23.39156,74.12432,India,149.0,Unhealthy for Sensitive Groups,3.0,99.0,2.0,149.0
julana,23.49292,74.19593,India,500.0,Hazardous,1.0,41.0,1.0,490.0
kunda,23.3512,74.18267,India,179.0,Unhealthy,4.0,95.0,6.0,179.0
chanderi,23.27001,74.41524,India,162.0,Unhealthy,3.0,62.0,3.0,162.0
padra,23.38286,74.38027,India,156.0,Unhealthy,1.0,33.0,0.0,156.0
barwala,23.36339,74.4809,India,166.0,Unhealthy,4.0,126.0,5.0,166.0
rajpur,24.00236,72.77331,India,136.0,Unhealthy for Sensitive Groups,2.0,25.0,4.0,136.0
birpur,24.2451,72.99004,India,204.0,Very Unhealthy,3.0,100.0,0.0,204.0
purna,30.05284,79.61727,India,178.0,Unhealthy,1.0,39.0,2.0,178.0
arani,30.12111,79.64398,India,61.0,Moderate,0.0,26.0,0.0,61.0
kalyani,30.06657,79.62716,India,171.0,Unhealthy,5.0,119.0,5.0,171.0
bhandara,30.14119,79.75783,India,152.0,Unhealthy,1.0,42.0,0.0,152.0
almora,30.17407,79.90649,India,94.0,Moderate,1.0,94.0,0.0,87.0
kandi,29.67713,79.00822,India,150.0,Unhealthy,3.0,150.0,2.0,103.0
barghat,29.60399,79.07506,India,161.0,Unhealthy,2.0,48.0,2.0,161.0
mohan,29.54781,79.10754,India,169.0,Unhealthy,4.0,141.0,1.0,169.0
kota,29.64773,79.10848,India,160.0,Unhealthy,1.0,42.0,1.0,160.0
amet,29.66956,79.1002,India,193.0,Unhealthy,1.0,35.0,0.0,193.0
jaspur,29.68012,79.13413,India,159.0,Unhealthy,5.0,20.0,12.0,159.0
pali,29.63136,79.17991,India,173.0,Unhealthy,1.0,26.0,2.0,173.0
deoli,29.67672,79.21535,India,150.0,Unhealthy,1.0,38.0,0.0,150.0
tal,29.5982,79.20376,India,155.0,Unhealthy,1.0,39.0,0.0,155.0
pali,29.70001,79.24804,India,173.0,Unhealthy,1.0,26.0,2.0,173.0
amroli,29.73867,79.24826,India,152.0,Unhealthy,0.0,25.0,0.0,152.0
jetpur,25.80753,73.05312,India,58.0,Moderate,1.0,20.0,1.0,58.0
chotila,25.87169,73.18157,India,157.0,Unhealthy,0.0,31.0,1.0,157.0
rajpur,29.27204,79.03551,India,136.0,Unhealthy for Sensitive Groups,2.0,25.0,4.0,136.0
kandla,29.27526,79.0564,India,162.0,Unhealthy,0.0,29.0,0.0,162.0
padampur,29.34793,79.03413,India,500.0,Hazardous,1.0,43.0,0.0,441.0
gorakhpur,29.37391,79.09411,India,296.0,Very Unhealthy,3.0,161.0,1.0,296.0
madanpur,29.32602,79.1537,India,217.0,Very Unhealthy,4.0,99.0,4.0,217.0
ratanpur,29.29766,79.20291,India,188.0,Unhealthy,1.0,64.0,2.0,188.0
dharampur,29.30549,79.24143,India,86.0,Moderate,1.0,21.0,1.0,86.0
nawada,25.5524,84.67456,India,155.0,Unhealthy,3.0,140.0,1.0,155.0
barhi,25.73508,84.50142,India,183.0,Unhealthy,1.0,48.0,0.0,183.0
ramnagar,25.73642,84.52253,India,141.0,Unhealthy for Sensitive Groups,3.0,136.0,0.0,141.0
nawa,25.50204,73.21129,India,195.0,Unhealthy,1.0,36.0,0.0,195.0
udaipur,25.60632,84.56403,India,70.0,Moderate,3.0,36.0,2.0,70.0
dehri,25.54179,84.60761,India,323.0,Hazardous,1.0,54.0,0.0,268.0
ratanpur,25.58045,84.64053,India,188.0,Unhealthy,1.0,64.0,2.0,188.0
